Date,Year,Competition,CompetitionSet,Comp.SetDetail,Sport,Discipline,Gender,Class,Phase,Rank,Medal,Team Members,Person/Team,Person,Person First Name,Person Last Name,PersonGender,Team,Nationality,DoB,YoB,Age (days),Age,Country,Country Code,Continent,Result,Sec/Mtr/Pts,Host City,Host Country,Host Continent,# Participants,# Countries,# Continents,World Ranking,Rank Within Country,Is Olympic Discipline,Rank_Clean,Season
2025-02-15,2025,IBU World Championships,World Championships,IBU World Championships,Biathlon,10km Sprint,Men,Seniors,,21.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-219,28.0,Switzerland,SUI,Europe,23:26.2,"1406,20",Lenzerheide,Switzerland,Europe,98,30,5,,3,Yes,21.0,2024/2025
2025-02-15,2025,IBU World Championships,World Championships,IBU World Championships,Biathlon,10km Sprint,Men,Seniors,,59.0,,No,"Jeremy Finello (SUI, 13 May 1992)",Jeremy Finello,Jeremy,Finello,Men,Switzerland,SUI,1992-05-13,,32-278,32.0,Switzerland,SUI,Europe,24:47.3,"1487,30",Lenzerheide,Switzerland,Europe,98,30,5,,4,Yes,59.0,2024/2025
2025-02-14,2025,IBU World Championships,World Championships,IBU World Championships,Biathlon,7.5km Sprint,Women,Seniors,,4.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-228,29.0,Switzerland,SUI,Europe,22:20.1,"1340,10",Lenzerheide,Switzerland,Europe,92,30,5,,1,Yes,4.0,2024/2025
2025-02-14,2025,IBU World Championships,World Championships,IBU World Championships,Biathlon,7.5km Sprint,Women,Seniors,,37.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-074,33.0,Switzerland,SUI,Europe,24:16.7,"1456,70",Lenzerheide,Switzerland,Europe,92,30,5,,2,Yes,37.0,2024/2025
2025-02-14,2025,IBU World Championships,World Championships,IBU World Championships,Biathlon,7.5km Sprint,Women,Seniors,,41.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-005,31.0,Switzerland,SUI,Europe,24:23.2,"1463,20",Lenzerheide,Switzerland,Europe,92,30,5,,3,Yes,41.0,2024/2025
2025-02-14,2025,IBU World Championships,World Championships,IBU World Championships,Biathlon,7.5km Sprint,Women,Seniors,,61.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-138,24.0,Switzerland,SUI,Europe,24:58.8,"1498,80",Lenzerheide,Switzerland,Europe,92,30,5,,4,Yes,61.0,2024/2025
2025-03-23,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,14.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-175,24.0,Switzerland,SUI,Europe,39:47.2,"2387,20",Oslo,Norway,Europe,30,15,1,,1,Yes,14.0,2024/2025
2025-03-23,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,22.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-265,29.0,Switzerland,SUI,Europe,40:46.8,"2446,80",Oslo,Norway,Europe,30,15,1,,2,Yes,22.0,2024/2025
2025-03-23,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,24.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-042,31.0,Switzerland,SUI,Europe,41:07.3,"2467,30",Oslo,Norway,Europe,30,15,1,,3,Yes,24.0,2024/2025
2025-03-23,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Mass Start,Men,Seniors,,30.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,25-022,25.0,Switzerland,SUI,Europe,46:41.8,"2801,80",Oslo,Norway,Europe,30,11,2,,1,Yes,30.0,2024/2025
2025-03-22,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,3.0,B,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-264,29.0,Switzerland,SUI,Europe,30:41.1,"1841,10",Oslo,Norway,Europe,57,19,2,,1,Yes,3.0,2024/2025
2025-03-22,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,11.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-041,31.0,Switzerland,SUI,Europe,31:13.5,"1873,50",Oslo,Norway,Europe,57,19,2,,2,Yes,11.0,2024/2025
2025-03-22,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,13.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-174,24.0,Switzerland,SUI,Europe,31:21.7,"1881,70",Oslo,Norway,Europe,57,19,2,,3,Yes,13.0,2024/2025
2025-03-22,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,50.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-110,33.0,Switzerland,SUI,Europe,33:52.5,"2032,50",Oslo,Norway,Europe,57,19,2,,4,Yes,50.0,2024/2025
2025-03-22,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Pursuit,Men,Seniors,,52.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,27-062,27.0,Switzerland,SUI,Europe,36:57.8,"2217,80",Oslo,Norway,Europe,57,19,2,,1,Yes,52.0,2024/2025
2025-03-22,2025,Oslo,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Pursuit,Men,Seniors,,,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,25-021,25.0,Switzerland,SUI,Europe,,,Oslo,Norway,Europe,57,19,2,,0,Yes,,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,6.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-173,24.0,Switzerland,SUI,Europe,21:39.3,"1299,30",Oslo,Norway,Europe,112,30,5,,1,Yes,6.0,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,7.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-263,29.0,Switzerland,SUI,Europe,21:41.6,"1301,60",Oslo,Norway,Europe,112,30,5,,2,Yes,7.0,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,10.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-040,31.0,Switzerland,SUI,Europe,21:44.9,"1304,90",Oslo,Norway,Europe,112,30,5,,3,Yes,10.0,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,38.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-109,33.0,Switzerland,SUI,Europe,22:26.9,"1346,90",Oslo,Norway,Europe,112,30,5,,4,Yes,38.0,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,82.0,,No,"Lea Meier (SUI, 02 Mar 2001)",Lea Meier,Lea,Meier,Women,Switzerland,SUI,2001-03-02,,24-019,24.0,Switzerland,SUI,Europe,23:29.2,"1409,20",Oslo,Norway,Europe,112,30,5,,5,Yes,82.0,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,22.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,25-020,25.0,Switzerland,SUI,Europe,26:38.9,"1598,90",Oslo,Norway,Europe,106,26,3,,1,Yes,22.0,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,41.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,27-061,27.0,Switzerland,SUI,Europe,27:06.3,"1626,30",Oslo,Norway,Europe,106,26,3,,2,Yes,41.0,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,65.0,,No,"Dajan Danuser (SUI, 26 Feb 1996)",Dajan Danuser,Dajan,Danuser,Men,Switzerland,SUI,1996-02-26,,29-023,29.0,Switzerland,SUI,Europe,27:47.6,"1667,60",Oslo,Norway,Europe,106,26,3,,3,Yes,65.0,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,68.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-253,28.0,Switzerland,SUI,Europe,27:58.4,"1678,40",Oslo,Norway,Europe,106,26,3,,4,Yes,68.0,2024/2025
2025-03-21,2025,Oslo,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,90.0,,No,"Gion Stalder (SUI, 19 Jul 1999)",Gion Stalder,Gion,Stalder,Men,Switzerland,SUI,1999-07-19,,25-245,25.0,Switzerland,SUI,Europe,29:08.9,"1748,90",Oslo,Norway,Europe,106,26,3,,5,Yes,90.0,2024/2025
2025-03-15,2025,Pokljuka,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,19.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-034,31.0,Switzerland,SUI,Europe,41:17.9,"2477,90",Pokljuka,Slovenia,Europe,30,12,1,,1,Yes,19.0,2024/2025
2025-03-15,2025,Pokljuka,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,21.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-103,33.0,Switzerland,SUI,Europe,41:39.1,"2499,10",Pokljuka,Slovenia,Europe,30,12,1,,2,Yes,21.0,2024/2025
2025-03-15,2025,Pokljuka,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,28.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-167,24.0,Switzerland,SUI,Europe,43:04.4,"2584,40",Pokljuka,Slovenia,Europe,30,12,1,,3,Yes,28.0,2024/2025
2025-03-15,2025,Pokljuka,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,30.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-257,29.0,Switzerland,SUI,Europe,44:16.8,"2656,80",Pokljuka,Slovenia,Europe,30,12,1,,4,Yes,30.0,2024/2025
2025-03-15,2025,Pokljuka,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Mass Start,Men,Seniors,,7.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,25-014,25.0,Switzerland,SUI,Europe,37:05.9,"2225,90",Pokljuka,Slovenia,Europe,30,13,2,,1,Yes,7.0,2024/2025
2025-03-13,2025,Pokljuka,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Individual,Women,Seniors,,14.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-032,31.0,Switzerland,SUI,Europe,41:16.1,"2476,10",Pokljuka,Slovenia,Europe,96,25,3,,1,,14.0,2024/2025
2025-03-13,2025,Pokljuka,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Individual,Women,Seniors,,20.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-101,33.0,Switzerland,SUI,Europe,41:35.9,"2495,90",Pokljuka,Slovenia,Europe,96,25,3,,2,,20.0,2024/2025
2025-03-13,2025,Pokljuka,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Individual,Women,Seniors,,28.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-165,24.0,Switzerland,SUI,Europe,42:14.5,"2534,50",Pokljuka,Slovenia,Europe,96,25,3,,3,,28.0,2024/2025
2025-03-13,2025,Pokljuka,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Individual,Women,Seniors,,38.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-255,29.0,Switzerland,SUI,Europe,42:37.8,"2557,80",Pokljuka,Slovenia,Europe,96,25,3,,4,,38.0,2024/2025
2025-03-13,2025,Pokljuka,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Men,Seniors,,30.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,25-012,25.0,Switzerland,SUI,Europe,45:08.6,"2708,60",Pokljuka,Slovenia,Europe,93,24,3,,1,,30.0,2024/2025
2025-03-13,2025,Pokljuka,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Men,Seniors,,50.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-245,28.0,Switzerland,SUI,Europe,47:03.1,"2823,10",Pokljuka,Slovenia,Europe,93,24,3,,2,,50.0,2024/2025
2025-03-13,2025,Pokljuka,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Men,Seniors,,89.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,27-053,27.0,Switzerland,SUI,Europe,52:01.4,"3121,40",Pokljuka,Slovenia,Europe,93,24,3,,3,,89.0,2024/2025
2025-03-13,2025,Pokljuka,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Men,Seniors,,90.0,,No,"Arnaud Du Pasquier (SUI, 26 Oct 1992)",Arnaud Du Pasquier,Arnaud,Du Pasquier,Men,Switzerland,SUI,1992-10-26,,32-138,32.0,Switzerland,SUI,Europe,52:13.1,"3133,10",Pokljuka,Slovenia,Europe,93,24,3,,4,,90.0,2024/2025
2025-03-08,2025,Nové Mesto na Morave,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,19.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-027,31.0,Switzerland,SUI,Europe,33:13.3,"1993,30",Nové Mesto na Morave,Czech Republic,Europe,58,22,2,,1,Yes,19.0,2024/2025
2025-03-08,2025,Nové Mesto na Morave,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,26.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-160,24.0,Switzerland,SUI,Europe,33:34.5,"2014,50",Nové Mesto na Morave,Czech Republic,Europe,58,22,2,,2,Yes,26.0,2024/2025
2025-03-08,2025,Nové Mesto na Morave,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,42.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-250,29.0,Switzerland,SUI,Europe,35:01.1,"2101,10",Nové Mesto na Morave,Czech Republic,Europe,58,22,2,,3,Yes,42.0,2024/2025
2025-03-08,2025,Nové Mesto na Morave,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Pursuit,Men,Seniors,,6.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,25-007,25.0,Switzerland,SUI,Europe,33:36.9,"2016,90",Nové Mesto na Morave,Czech Republic,Europe,58,20,2,,1,Yes,6.0,2024/2025
